transaction_id,customer_id,transaction_date,transaction_type,amount,transaction_mode,merchant,status_transaction
23423,2858,2025-03-13 06:11:31,Transfer,5121.86,ATM,Electricity Board,Pending
42950,2859,2024-10-21 06:55:23,Deposit,71289.11,Branch,,Success
11913,2860,2025-01-04 04:01:24,Transfer,6639.83,UPI,IRCTC,Success
20067,2861,2025-01-03 17:49:43,Withdrawal,7760.48,UPI,,Success
11580,2862,2024-12-15 09:33:51,Withdrawal,9599.87,Branch,,Failed
39221,2863,2025-05-31 08:09:51,Transfer,3652.58,UPI,Amazon,Success
18290,2864,2023-10-22 08:48:07,Deposit,31582.84,ATM,,Success
47303,2865,2024-11-26 14:40:56,Bill Payment,17421.89,UPI,PhonePe,Failed
4128,2866,2023-12-21 10:25:50,Transfer,39273.6,Online,PhonePe,Success
20123,2867,2024-03-17 16:24:35,Transfer,8939.94,ATM,Amazon,Success
13052,2868,2024-09-03 17:39:04,Deposit,14163.5,UPI,,Success
8599,2869,2024-04-13 11:52:06,Withdrawal,1620.72,Branch,,Success
18620,2870,2024-12-24 05:03:37,Transfer,856.15,Online,PhonePe,Success
41469,2871,2024-08-30 18:14:54,Transfer,19492.93,ATM,Amazon,Failed
14505,2872,2025-05-29 23:52:39,Withdrawal,6275.34,ATM,,Pending
33007,2873,2025-01-28 01:42:29,Deposit,14831.82,Branch,,Success
44788,2874,2025-01-15 03:16:24,Withdrawal,2783.97,ATM,,Success
24221,2875,2025-04-27 17:28:22,Deposit,11393.0,UPI,,Success
29727,2876,2025-09-01 15:08:31,Deposit,3058.44,Online,,Success
32088,2877,2025-01-09 07:10:15,Withdrawal,1255.72,ATM,,Success
47524,2878,2024-10-07 17:39:06,Withdrawal,19703.72,ATM,,Failed
25676,2879,2024-01-30 11:23:02,Withdrawal,1788.18,Branch,,Success
31788,2880,2025-06-15 16:50:52,Withdrawal,16861.26,Online,,Success
11482,2881,2024-07-17 13:51:40,Deposit,22046.79,Online,,Success
33491,2882,2025-05-22 16:16:05,Withdrawal,1908.13,Online,,Success
18129,2883,2025-03-02 03:19:03,Bill Payment,17813.32,UPI,PhonePe,Success
12965,2884,2023-10-09 20:18:28,Withdrawal,1051.38,Online,,Success
23249,2885,2025-07-05 07:16:20,Deposit,21476.77,Branch,,Success
9859,2886,2024-09-14 17:50:20,Transfer,9330.16,UPI,Amazon,Success
20773,2887,2024-06-13 12:16:02,Transfer,65404.54,Branch,Water Board,Success
27478,2888,2024-07-30 07:50:52,Withdrawal,6703.7,Branch,,Success
44099,2889,2024-02-05 20:15:31,Withdrawal,21121.31,Branch,,Success
23200,2890,2025-03-31 23:11:49,Deposit,38126.54,Online,,Success
40101,2891,2024-11-27 15:36:09,Transfer,935.39,UPI,Reliance,Success
13810,2892,2024-01-02 01:03:28,Withdrawal,634.1,Online,,Success
2130,2893,2024-04-16 10:50:29,Withdrawal,15802.53,UPI,,Failed
4827,2894,2024-09-10 17:32:36,Withdrawal,14876.32,UPI,,Success
45224,2895,2025-04-28 02:37:18,Withdrawal,8652.5,Branch,,Success
48481,2896,2023-12-19 19:39:41,Transfer,11116.84,UPI,Amazon,Success
41414,2897,2025-01-28 19:13:09,Transfer,1421.99,Branch,PayTM,Success
1388,2898,2025-08-13 10:47:55,Withdrawal,8490.55,UPI,,Success
29513,2899,2024-06-02 12:02:08,Withdrawal,13280.55,Online,,Success
15054,2900,2023-11-13 17:49:17,Transfer,4455.68,UPI,IRCTC,Success
2541,2901,2023-10-15 21:15:32,Deposit,7652.03,Online,,Pending
20014,2902,2024-12-14 05:42:54,Deposit,2592.69,UPI,,Success
49321,2903,2025-10-05 18:38:54,Deposit,6482.36,Online,,Success
13363,2904,2025-03-19 00:27:39,Deposit,9482.4,UPI,,Success
29707,2905,2025-08-13 22:55:06,Deposit,5236.93,UPI,,Success
16056,2906,2023-10-10 22:53:15,Withdrawal,16939.66,Branch,,Success
13987,2907,2025-07-21 17:47:23,Deposit,7282.34,Branch,,Pending
49483,2908,2025-08-04 04:08:36,Withdrawal,1550.37,UPI,,Success
21808,2909,2025-05-28 19:37:52,Transfer,10940.87,Online,PhonePe,Success
37325,2910,2024-09-16 20:13:04,Withdrawal,1554.44,Branch,,Success
13566,2911,2024-06-08 07:20:47,Transfer,6224.25,ATM,Flipkart,Success
25919,2912,2024-04-10 18:06:41,Deposit,6069.12,Branch,,Success
42798,2913,2024-12-16 02:54:49,Deposit,4499.89,Branch,,Success
45963,2914,2023-12-28 02:36:31,Deposit,7391.07,Online,,Success
35900,2915,2025-01-01 10:44:14,Deposit,32730.78,Branch,,Success
32182,2916,2025-06-24 19:25:53,Withdrawal,6409.51,UPI,,Success
39553,2917,2025-05-20 12:13:51,Deposit,2025.43,Branch,,Success
16138,2918,2023-11-15 04:14:01,Bill Payment,1223.93,Branch,Amazon,Success
29850,2919,2025-01-12 03:14:29,Deposit,302.26,Branch,,Success
30746,2920,2025-04-05 09:48:59,Transfer,22287.41,ATM,Gas Supplier,Success
29399,2921,2024-07-28 03:48:09,Transfer,9751.85,Branch,BigBasket,Success
39477,2922,2025-09-01 16:06:09,Transfer,5366.1,UPI,Gas Supplier,Failed
29856,2923,2025-07-16 17:23:50,Withdrawal,2979.95,UPI,,Success
13983,2924,2023-11-22 20:45:56,Deposit,5315.25,UPI,,Success
42981,2925,2025-04-24 06:29:04,Deposit,1435.14,UPI,,Success
36297,2926,2025-02-23 14:24:24,Transfer,2362.85,ATM,PhonePe,Success
19413,2927,2024-04-10 04:04:21,Transfer,13223.43,Branch,IRCTC,Success
23716,2928,2024-07-29 23:35:27,Withdrawal,608.39,UPI,,Success
986,2929,2025-04-11 10:37:31,Deposit,21921.98,ATM,,Success
44803,2930,2025-06-25 06:57:08,Transfer,202.05,Online,IRCTC,Success
21811,2931,2024-10-03 14:05:43,Deposit,25935.79,Branch,,Success
1932,2932,2024-09-02 14:19:26,Deposit,13039.71,Branch,,Success
11505,2933,2024-04-20 17:35:33,Bill Payment,2622.93,Online,Water Board,Success
7249,2934,2024-07-31 07:44:13,Withdrawal,1769.44,UPI,,Success
39345,2935,2025-03-05 02:40:45,Withdrawal,5216.06,Branch,,Success
31048,2936,2025-01-29 00:48:28,Withdrawal,3591.4,ATM,,Success
35708,2937,2025-08-15 12:15:20,Deposit,6849.91,UPI,,Success
41452,2938,2024-10-02 14:05:14,Deposit,20251.66,ATM,,Success
13966,2939,2025-09-19 16:08:02,Transfer,14322.99,Online,Gas Supplier,Success
15726,2940,2024-03-19 07:36:56,Bill Payment,23938.73,Branch,Water Board,Pending
21108,2941,2024-07-28 13:55:13,Transfer,40859.54,Online,Flipkart,Success
49993,2942,2025-04-16 09:11:49,Deposit,8748.7,Online,,Success
45566,2943,2025-08-19 07:19:20,Withdrawal,20914.05,Online,,Failed
5577,2944,2025-07-07 01:48:17,Deposit,1861.38,Online,,Success
4288,2945,2025-05-11 06:26:25,Withdrawal,6860.75,ATM,,Success
12973,2946,2024-05-04 23:24:45,Transfer,666.94,Online,Water Board,Success
34951,2947,2024-12-11 09:45:36,Deposit,15437.72,Online,,Success
13285,2948,2025-07-21 12:07:41,Deposit,10761.09,Online,,Success
43478,2949,2024-02-24 23:46:50,Withdrawal,17900.7,Branch,,Success
24141,2950,2025-09-17 07:07:11,Deposit,739.5,Online,,Success
14818,2951,2024-02-19 11:17:04,Withdrawal,15265.36,UPI,,Success
21227,2952,2024-04-26 18:59:03,Deposit,33413.51,ATM,,Success
10257,2953,2025-08-08 08:45:54,Transfer,2195.9,UPI,IRCTC,Success
43294,2954,2024-07-08 07:31:31,Withdrawal,223.27,UPI,,Success
336,2955,2024-04-22 03:27:25,Deposit,7410.19,Online,,Success
2790,2956,2024-03-12 17:22:55,Deposit,7572.19,Branch,,Success
23777,2957,2024-06-03 13:33:54,Transfer,19788.86,Branch,Reliance,Success
14175,2958,2024-11-23 10:55:07,Withdrawal,12989.99,Online,,Success
29226,2959,2025-01-18 12:24:52,Deposit,18544.97,Branch,,Pending
7126,2960,2025-07-27 15:47:49,Transfer,5391.88,Online,Water Board,Success
2794,2961,2025-02-04 20:13:48,Deposit,24655.81,Online,,Success
9074,2962,2025-09-26 13:19:49,Withdrawal,199.09,ATM,,Success
735,2963,2024-04-14 22:33:21,Deposit,5300.03,Online,,Success
42776,2964,2023-11-27 04:27:07,Deposit,43640.53,ATM,,Success
47262,2965,2025-02-03 14:47:21,Deposit,6894.06,Branch,,Success
43172,2966,2025-04-11 10:16:40,Withdrawal,1694.58,UPI,,Success
15704,2967,2024-08-07 18:30:40,Withdrawal,9806.26,ATM,,Success
16053,2968,2025-04-06 09:54:09,Withdrawal,13816.52,Branch,,Failed
20530,2969,2025-06-12 08:28:58,Deposit,13304.7,ATM,,Pending
45212,2970,2025-02-18 21:51:29,Withdrawal,315.67,Branch,,Success
35887,2971,2024-10-11 22:17:48,Bill Payment,7069.62,UPI,PayTM,Success
9703,2972,2024-01-24 17:44:46,Withdrawal,1535.58,Online,,Success
3761,2973,2023-10-10 13:49:27,Deposit,2353.91,Online,,Failed
15266,2974,2024-04-13 19:54:17,Transfer,15346.87,Online,PayTM,Failed
4570,2975,2025-03-28 23:00:25,Withdrawal,10560.05,Online,,Success
7523,2976,2024-03-05 15:10:57,Withdrawal,1269.09,Branch,,Success
40567,2977,2024-03-29 00:17:58,Transfer,4129.52,UPI,Reliance,Success
31357,2978,2025-06-18 15:45:24,Transfer,8324.5,Branch,BigBasket,Success
43335,2979,2025-08-04 19:33:46,Transfer,14615.31,UPI,Reliance,Success
3096,2980,2024-12-19 13:35:52,Transfer,6318.83,UPI,IRCTC,Success
9460,2981,2024-11-07 05:14:41,Bill Payment,1296.67,UPI,Flipkart,Success
32956,2982,2025-06-28 05:41:06,Deposit,5991.92,UPI,,Pending
4232,2983,2023-12-14 17:12:24,Bill Payment,10579.95,ATM,Reliance,Success
7237,2984,2025-06-27 17:38:14,Deposit,14833.65,Online,,Success
2234,2985,2025-10-02 07:21:10,Deposit,4202.53,Branch,,Success
10762,2986,2025-03-15 00:12:34,Transfer,19030.55,Online,Flipkart,Success
2184,2987,2024-07-27 12:19:43,Deposit,15066.65,ATM,,Success
12930,2988,2024-12-23 18:00:39,Withdrawal,949.46,Branch,,Success
34752,2989,2024-01-20 03:58:01,Deposit,2027.41,ATM,,Success
23893,2990,2025-08-08 20:43:58,Transfer,7149.91,UPI,Flipkart,Failed
44501,2991,2024-03-14 02:31:11,Transfer,870.15,UPI,Electricity Board,Success
3811,2992,2024-12-18 06:23:59,Deposit,2282.95,Online,,Success
46136,2993,2024-04-28 16:12:31,Deposit,19330.51,ATM,,Success
24930,2994,2025-01-15 14:30:22,Withdrawal,2170.05,ATM,,Success
31594,2995,2024-06-29 11:49:32,Deposit,906.73,Online,,Success
27755,2996,2023-11-10 22:37:15,Withdrawal,5520.21,Branch,,Success
49034,2997,2024-09-11 08:38:11,Deposit,1793.72,Branch,,Success
33870,2998,2024-01-09 15:11:08,Deposit,7921.27,Online,,Success
11125,2999,2024-11-06 13:21:25,Transfer,16334.27,Online,Electricity Board,Success
5393,3000,2025-08-15 02:26:22,Withdrawal,6978.87,Online,,Success
2533,3001,2023-12-01 13:38:32,Deposit,5715.33,Online,,Success
26945,3002,2025-09-27 18:20:37,Withdrawal,1395.33,Branch,,Success
31324,3003,2024-12-18 00:48:16,Deposit,16085.05,Online,,Success
8979,3004,2023-12-11 15:13:32,Bill Payment,2760.51,Online,Water Board,Success
48828,3005,2024-08-30 13:26:19,Deposit,4420.18,Branch,,Success
41958,3006,2024-11-29 13:05:25,Transfer,1495.45,Branch,PayTM,Success
8712,3007,2025-08-08 18:26:18,Withdrawal,6234.16,ATM,,Success
48423,3008,2023-12-07 14:10:57,Transfer,570.65,Branch,PayTM,Success
3083,3009,2023-12-30 09:19:08,Deposit,11203.67,ATM,,Success
17004,3010,2024-01-29 23:10:08,Deposit,25290.04,Online,,Success
13194,3011,2025-09-13 10:26:44,Deposit,32694.92,ATM,,Success
23313,3012,2024-03-31 21:34:25,Withdrawal,3492.33,ATM,,Success
43936,3013,2024-05-12 04:23:42,Transfer,5270.71,Branch,PayTM,Success
2398,3014,2025-08-07 22:46:29,Deposit,12232.12,Online,,Success
34891,3015,2024-03-30 18:19:47,Deposit,724.15,UPI,,Failed
10204,3016,2024-05-21 09:38:10,Withdrawal,9187.89,ATM,,Failed
36137,3017,2024-10-10 22:15:40,Withdrawal,8405.53,ATM,,Success
24132,3018,2024-06-23 15:44:11,Transfer,15401.57,ATM,Gas Supplier,Success
17713,3019,2025-09-25 21:46:36,Deposit,4331.69,ATM,,Success
5303,3020,2024-08-28 08:02:17,Withdrawal,21267.47,ATM,,Success
23424,3021,2024-09-21 02:29:10,Deposit,4656.59,ATM,,Pending
7907,3022,2025-06-03 09:50:29,Deposit,2019.13,UPI,,Success
16143,3023,2024-06-24 18:49:09,Deposit,10557.54,Branch,,Success
5602,3024,2025-01-04 23:02:36,Withdrawal,3320.81,UPI,,Pending
4269,3025,2024-10-22 03:36:12,Withdrawal,13076.29,ATM,,Success
1407,3026,2024-12-01 15:00:37,Deposit,22627.76,Branch,,Success
34557,3027,2024-10-10 04:02:39,Bill Payment,15703.75,UPI,PhonePe,Success
47558,3028,2025-10-06 07:59:06,Transfer,7708.02,UPI,IRCTC,Success
39519,3029,2025-09-16 02:30:33,Withdrawal,4294.64,ATM,,Success
20468,3030,2024-05-28 10:26:54,Withdrawal,9793.9,UPI,,Success
46000,3031,2024-08-15 17:04:12,Withdrawal,56361.3,UPI,,Failed
48520,3032,2024-11-29 07:25:13,Transfer,9501.72,ATM,PhonePe,Success
26518,3033,2024-01-24 10:35:24,Transfer,1756.09,Online,Gas Supplier,Failed
3361,3034,2024-10-30 20:12:55,Deposit,31777.17,Online,,Success
43635,3035,2024-11-25 17:53:22,Deposit,42501.42,UPI,,Success
793,3036,2023-12-20 10:18:21,Bill Payment,11520.88,UPI,Water Board,Success
44282,3037,2024-03-21 12:26:34,Transfer,3350.31,Online,Reliance,Success
26967,3038,2024-05-31 16:32:16,Transfer,8097.02,UPI,IRCTC,Success
23949,3039,2024-07-22 23:30:33,Withdrawal,9425.12,Branch,,Success
22635,3040,2025-03-14 11:20:51,Deposit,15047.3,Branch,,Success
6507,3041,2025-09-26 04:07:20,Transfer,7295.46,Branch,Reliance,Success
32718,3042,2023-12-16 00:16:27,Withdrawal,14584.44,Branch,,Success
7281,3043,2023-10-21 07:58:31,Deposit,27250.7,ATM,,Success
563,3044,2025-01-14 18:07:28,Bill Payment,976.6,Online,PhonePe,Success
33339,3045,2024-04-24 21:00:47,Deposit,4153.55,ATM,,Success
14093,3046,2024-06-24 02:07:09,Deposit,3146.89,ATM,,Success
35247,3047,2025-04-02 07:36:53,Withdrawal,7938.49,Branch,,Success
2993,3048,2024-07-25 10:56:40,Deposit,692.76,UPI,,Success
28770,3049,2024-11-19 20:06:48,Deposit,18510.61,UPI,,Success
1072,3050,2024-02-06 23:12:19,Transfer,6291.31,Online,Amazon,Success
42958,3051,2024-04-12 10:59:13,Deposit,25961.11,ATM,,Success
13747,3052,2024-03-14 05:50:24,Transfer,4357.07,UPI,IRCTC,Success
28128,3053,2024-04-07 08:07:18,Deposit,9800.06,Branch,,Success
29431,3054,2024-07-18 18:25:31,Withdrawal,6979.36,UPI,,Success
11480,3055,2024-09-29 23:47:16,Withdrawal,431.34,UPI,,Failed
6422,3056,2023-12-15 06:41:30,Bill Payment,20968.21,ATM,PhonePe,Success
98,3057,2024-06-17 23:43:00,Withdrawal,5678.24,Branch,,Success
7624,3058,2025-06-13 13:44:38,Transfer,9616.68,UPI,IRCTC,Success
47244,3059,2024-12-16 12:37:24,Deposit,1354.95,ATM,,Success
22291,3060,2024-04-08 17:54:16,Transfer,700.17,ATM,IRCTC,Success
44511,3061,2024-08-16 16:28:08,Bill Payment,11119.65,Branch,Flipkart,Success
1701,3062,2024-09-03 21:27:15,Deposit,1159.68,Branch,,Success
43960,3063,2024-08-29 05:27:21,Deposit,17695.62,UPI,,Success
4906,3064,2024-08-30 21:44:46,Transfer,15082.11,ATM,BigBasket,Success
34795,3065,2025-01-02 12:40:33,Transfer,7058.03,ATM,Electricity Board,Success
5773,3066,2024-10-12 23:46:15,Deposit,2813.41,Branch,,Success
35963,3067,2024-07-02 14:19:40,Deposit,7318.04,UPI,,Success
21893,3068,2023-12-25 14:34:38,Deposit,803.65,Branch,,Success
38330,3069,2024-06-24 13:31:06,Deposit,4679.36,Online,,Success
30503,3070,2024-05-20 18:25:14,Withdrawal,11310.99,Branch,,Success
1884,3071,2024-01-27 13:33:33,Deposit,2332.26,ATM,,Success
21587,3072,2024-01-19 21:43:04,Deposit,1681.48,ATM,,Success
19481,3073,2024-08-23 08:48:50,Withdrawal,181.38,ATM,,Success
33172,3074,2024-02-13 22:39:46,Transfer,7651.49,Branch,Amazon,Success
10393,3075,2025-05-01 06:13:53,Withdrawal,6438.59,UPI,,Success
33356,3076,2023-10-31 02:22:26,Deposit,3477.5,Online,,Success
8744,3077,2024-11-29 07:47:14,Bill Payment,7889.64,ATM,Electricity Board,Success
17008,3078,2024-01-20 18:19:34,Deposit,2914.44,ATM,,Success
13263,3079,2024-04-18 19:50:41,Withdrawal,18297.6,UPI,,Success
29237,3080,2024-01-01 07:09:54,Transfer,36743.67,ATM,BigBasket,Success
15592,3081,2025-07-15 22:28:00,Deposit,2871.45,Online,,Success
33442,3082,2024-09-14 19:02:46,Deposit,1007.05,ATM,,Success
6897,3083,2024-04-10 00:40:35,Deposit,4648.0,ATM,,Success
43730,3084,2025-05-22 20:45:48,Deposit,25797.33,UPI,,Success
32877,3085,2024-07-18 22:48:31,Deposit,3239.87,Online,,Success
49939,3086,2024-06-22 18:56:02,Withdrawal,1278.31,ATM,,Success
5913,3087,2025-09-10 15:34:43,Deposit,7554.44,ATM,,Success
27259,3088,2025-01-11 02:34:55,Transfer,2915.54,Online,PayTM,Success
36048,3089,2023-11-12 10:23:02,Deposit,7695.2,ATM,,Success
10595,3090,2024-12-16 05:42:57,Deposit,10782.91,Online,,Success
40399,3091,2025-02-09 04:12:02,Bill Payment,3310.69,ATM,BigBasket,Success
29467,3092,2024-02-04 07:43:49,Bill Payment,7488.03,Branch,Reliance,Success
12889,3093,2025-09-13 09:50:13,Deposit,6102.83,UPI,,Success
35372,3094,2023-10-15 11:44:09,Withdrawal,1694.75,Online,,Success
36816,3095,2025-02-27 06:10:49,Deposit,12630.1,Online,,Success
4690,3096,2024-02-08 15:42:26,Deposit,6406.7,Branch,,Success
21622,3097,2025-05-23 07:56:13,Withdrawal,20132.46,Branch,,Failed
35152,3098,2025-05-13 05:19:22,Deposit,13501.75,Branch,,Success
47686,3099,2024-02-26 10:13:19,Withdrawal,18285.91,Branch,,Success
29068,3100,2024-11-22 04:39:13,Bill Payment,7654.95,UPI,Reliance,Success
39804,3101,2025-05-28 11:50:08,Withdrawal,38278.29,UPI,,Success
10956,3102,2024-03-10 01:01:19,Transfer,6274.24,ATM,Flipkart,Success
24192,3103,2023-11-28 12:11:25,Transfer,13214.49,Online,Gas Supplier,Pending
586,3104,2023-10-24 19:24:13,Transfer,9815.7,ATM,Water Board,Success
31561,3105,2023-12-01 16:35:11,Deposit,8214.54,Online,,Success
36360,3106,2023-11-04 05:14:22,Deposit,15916.0,Online,,Success
37896,3107,2024-04-22 17:16:38,Withdrawal,9318.84,ATM,,Success
48046,3108,2024-04-04 01:01:28,Deposit,3284.58,Online,,Pending
30370,3109,2024-10-09 05:08:47,Transfer,8733.93,Branch,Flipkart,Success
12894,3110,2023-12-06 05:46:02,Transfer,2265.83,ATM,Reliance,Success
40494,3111,2023-11-09 04:56:35,Withdrawal,26036.5,UPI,,Success
13391,3112,2024-01-21 16:44:09,Transfer,6444.2,Branch,Water Board,Success
6312,3113,2024-06-07 16:05:04,Deposit,2114.12,UPI,,Success
26296,3114,2025-09-10 10:01:24,Deposit,8829.76,ATM,,Success
8165,3115,2023-11-07 21:48:55,Withdrawal,24665.71,Branch,,Success
28375,3116,2025-07-20 00:47:24,Transfer,15054.29,ATM,Water Board,Success
19559,3117,2025-05-11 11:47:53,Bill Payment,1105.33,Branch,Gas Supplier,Success
12856,3118,2023-10-14 09:36:59,Deposit,2828.93,Online,,Success
38665,3119,2025-05-11 06:06:50,Deposit,7060.09,UPI,,Success
3794,3120,2024-01-02 11:35:25,Transfer,6584.18,Online,Water Board,Success
20172,3121,2025-03-08 07:24:25,Transfer,3800.11,Branch,Reliance,Success
35080,3122,2025-09-08 16:09:51,Deposit,814.34,Branch,,Success
47057,3123,2024-08-22 21:04:58,Transfer,23203.15,UPI,Amazon,Success
14951,3124,2024-03-04 11:06:11,Withdrawal,7739.67,Branch,,Success
16069,3125,2024-10-29 04:04:11,Deposit,13514.37,UPI,,Success
1278,3126,2024-11-27 19:09:18,Deposit,12529.9,UPI,,Success
49508,3127,2025-07-11 06:14:04,Deposit,11845.35,ATM,,Success
35230,3128,2025-01-21 23:47:43,Transfer,1582.26,Branch,Electricity Board,Pending
12953,3129,2025-06-15 02:48:01,Deposit,5417.41,Online,,Success
15784,3130,2023-11-08 21:20:52,Withdrawal,4164.97,UPI,,Failed
46900,3131,2024-08-06 09:32:03,Deposit,5625.77,ATM,,Success
45245,3132,2024-02-06 17:27:22,Deposit,5108.25,Branch,,Success
24359,3133,2024-05-08 20:59:04,Deposit,17570.99,Branch,,Success
26864,3134,2024-03-24 06:45:09,Deposit,25077.4,Online,,Success
33813,3135,2024-01-05 09:18:53,Withdrawal,8366.2,Branch,,Success
30932,3136,2025-06-08 21:46:09,Withdrawal,3134.85,ATM,,Success
30962,3137,2024-06-21 02:48:42,Bill Payment,5443.61,ATM,Reliance,Success
25804,3138,2025-07-02 21:46:51,Withdrawal,1322.28,Branch,,Success
41072,3139,2024-05-24 05:16:23,Transfer,7125.77,Online,Gas Supplier,Success
34351,3140,2025-03-01 16:04:57,Bill Payment,3240.04,ATM,BigBasket,Pending
2107,3141,2024-04-15 16:52:01,Withdrawal,9759.3,ATM,,Success
48572,3142,2025-04-15 15:42:26,Transfer,1863.67,Online,PhonePe,Success
45073,3143,2023-10-20 21:26:15,Withdrawal,4380.51,Branch,,Success
48433,3144,2024-03-20 04:00:48,Deposit,5882.52,Online,,Success
30950,3145,2024-06-25 09:36:17,Deposit,3906.14,Branch,,Success
46308,3146,2025-04-22 22:03:16,Deposit,3249.79,UPI,,Success
18795,3147,2024-04-05 12:55:04,Deposit,7532.77,ATM,,Success
8631,3148,2025-09-04 00:46:49,Deposit,16008.32,ATM,,Success
29382,3149,2025-03-02 06:36:02,Withdrawal,36220.56,UPI,,Success
652,3150,2025-01-25 13:14:09,Transfer,12740.04,Branch,Electricity Board,Success
17233,3151,2024-10-10 00:29:17,Transfer,2336.9,UPI,Amazon,Success
35350,3152,2025-05-28 10:41:41,Transfer,19572.44,UPI,Gas Supplier,Success
18890,3153,2024-11-05 14:30:07,Transfer,1280.55,Online,BigBasket,Success
34874,3154,2024-11-19 04:19:04,Deposit,9550.4,UPI,,Success
34668,3155,2023-12-04 00:16:10,Bill Payment,2660.52,Branch,PayTM,Success
40330,3156,2024-10-27 03:02:35,Transfer,609.17,ATM,BigBasket,Success
4553,3157,2025-03-08 13:58:27,Bill Payment,5310.51,Online,Amazon,Success
25875,3158,2024-06-02 12:13:18,Deposit,229.46,Online,,Success
2061,3159,2024-06-18 23:19:41,Deposit,5192.31,Branch,,Success
247,3160,2023-11-02 12:17:23,Transfer,14005.74,Branch,Electricity Board,Success
49391,3161,2025-04-22 18:42:58,Deposit,7268.13,ATM,,Success
44229,3162,2024-06-26 04:34:41,Deposit,5473.0,UPI,,Success
1242,3163,2025-03-23 23:16:59,Deposit,45308.11,ATM,,Failed
46557,3164,2024-05-16 16:15:27,Deposit,19806.18,Branch,,Success
16824,3165,2025-05-24 13:20:03,Deposit,1751.94,Branch,,Success
39385,3166,2024-04-06 06:46:16,Bill Payment,47236.11,UPI,BigBasket,Success
36244,3167,2023-12-16 12:33:50,Deposit,1149.63,Online,,Success
17119,3168,2024-03-31 16:42:16,Withdrawal,4221.39,UPI,,Success
5155,3169,2024-08-10 23:56:06,Deposit,10703.85,Online,,Success
32987,3170,2025-05-27 03:05:31,Bill Payment,4442.2,ATM,Gas Supplier,Success
26737,3171,2024-12-29 23:32:18,Withdrawal,4185.28,ATM,,Success
28074,3172,2025-09-01 07:29:54,Withdrawal,3949.98,UPI,,Success
17733,3173,2024-12-15 11:48:34,Withdrawal,9736.67,ATM,,Success
1545,3174,2024-07-04 04:50:56,Deposit,8943.05,UPI,,Success
44393,3175,2024-02-11 23:53:38,Deposit,5487.23,ATM,,Failed
39347,3176,2023-10-31 17:03:34,Deposit,35902.04,ATM,,Success
2415,3177,2023-11-28 14:55:22,Transfer,7074.65,ATM,IRCTC,Success
27292,3178,2025-09-26 01:06:03,Withdrawal,7536.25,Online,,Success
4113,3179,2024-03-17 04:12:11,Transfer,1412.02,UPI,Gas Supplier,Success
11594,3180,2025-03-02 04:03:26,Deposit,5030.47,Online,,Success
21025,3181,2025-05-03 09:36:51,Withdrawal,3628.13,ATM,,Success
14727,3182,2024-09-13 21:00:36,Deposit,565.09,Branch,,Success
9383,3183,2024-02-13 02:06:44,Deposit,51275.65,ATM,,Success
4517,3184,2025-03-03 15:41:00,Withdrawal,10847.11,Branch,,Success
8530,3185,2024-06-02 09:28:10,Deposit,23095.33,Online,,Success
19526,3186,2023-11-02 14:12:07,Withdrawal,12485.4,Branch,,Success
37700,3187,2025-01-18 11:40:39,Deposit,6693.47,Branch,,Success
29796,3188,2023-12-17 20:44:50,Deposit,14623.83,Online,,Success
37592,3189,2023-11-27 08:04:07,Deposit,4071.18,Online,,Success
40206,3190,2023-11-14 18:13:03,Bill Payment,8217.54,ATM,Flipkart,Success
21050,3191,2024-01-10 18:19:45,Withdrawal,1429.65,ATM,,Success
13693,3192,2024-10-30 18:20:59,Deposit,1299.31,Online,,Success
22857,3193,2023-12-21 11:45:05,Deposit,3306.55,Branch,,Success
33128,3194,2024-04-14 13:35:31,Withdrawal,10144.38,UPI,,Success
27015,3195,2025-04-22 16:02:17,Transfer,8765.74,Branch,Flipkart,Success
13592,3196,2024-11-07 19:55:17,Withdrawal,18127.63,ATM,,Success
15588,3197,2025-05-17 09:09:24,Deposit,3584.3,Online,,Success
10470,3198,2024-12-15 03:13:30,Withdrawal,11521.57,Branch,,Success
33133,3199,2025-02-15 05:24:15,Deposit,5231.25,ATM,,Success
30970,3200,2025-03-20 17:01:51,Deposit,24032.09,Branch,,Success
2057,3201,2024-12-26 22:49:13,Deposit,7183.7,Online,,Success
10045,3202,2025-03-09 10:38:21,Deposit,21934.92,Branch,,Pending
5086,3203,2024-08-17 00:51:18,Withdrawal,5156.02,Branch,,Success
41642,3204,2023-12-18 18:50:59,Deposit,5142.64,ATM,,Success
48198,3205,2024-02-01 15:55:03,Deposit,472.72,ATM,,Success
32740,3206,2024-10-16 01:15:37,Deposit,12162.04,Online,,Success
7440,3207,2024-04-01 17:32:23,Deposit,6697.95,ATM,,Success
7653,3208,2024-10-25 22:12:36,Bill Payment,16795.77,ATM,PayTM,Success
6229,3209,2025-01-19 23:27:53,Bill Payment,9921.31,UPI,Amazon,Success
23417,3210,2025-08-05 19:55:06,Withdrawal,22046.18,Online,,Failed
6888,3211,2023-10-30 02:24:35,Deposit,4582.26,UPI,,Success
37888,3212,2024-03-12 16:27:07,Transfer,162.76,Branch,Flipkart,Success
29443,3213,2025-07-03 17:30:28,Deposit,2598.2,UPI,,Pending
38571,3214,2025-03-22 05:32:44,Deposit,30602.93,ATM,,Success
41210,3215,2024-11-30 11:18:35,Withdrawal,2072.59,Online,,Success
