transaction_id,customer_id,transaction_date,year,month,day_of_week,hour,transaction_type,transaction_category,transaction_mode,merchant,amount,status_transaction
35327,2689,2025-02-07 09:24:00,2025,February,Friday,9,Transfer,Transfer,Branch,IRCTC,11243.85,Success
22761,2690,2024-04-24 11:40:11,2024,April,Wednesday,11,Withdrawal,Debit,Branch,ATM Withdrawal,1497.24,Success
3224,2691,2024-02-27 11:44:22,2024,February,Tuesday,11,Deposit,Credit,UPI,Bank Deposit,25471.24,Success
11357,2692,2024-03-08 00:53:32,2024,March,Friday,0,Transfer,Transfer,Online,Amazon,20275.55,Success
30820,2693,2025-05-15 09:56:52,2025,May,Thursday,9,Deposit,Credit,Online,Bank Deposit,2862.41,Success
24218,2694,2024-05-29 05:36:56,2024,May,Wednesday,5,Bill Payment,Debit,Online,PhonePe,46263.44,Success
39963,2695,2023-11-20 13:50:27,2023,November,Monday,13,Withdrawal,Debit,ATM,ATM Withdrawal,1649.72,Success
38976,2696,2025-01-16 05:19:46,2025,January,Thursday,5,Deposit,Credit,UPI,Bank Deposit,5798.66,Success
25168,2697,2024-07-24 16:23:04,2024,July,Wednesday,16,Deposit,Credit,Online,Bank Deposit,33377.63,Success
24747,2698,2023-11-19 01:19:53,2023,November,Sunday,1,Deposit,Credit,Branch,Bank Deposit,633.12,Success
1154,2699,2024-12-01 08:35:16,2024,December,Sunday,8,Deposit,Credit,UPI,Bank Deposit,1791.24,Success
7060,2700,2025-01-28 12:49:35,2025,January,Tuesday,12,Transfer,Transfer,ATM,Flipkart,3922.59,Success
46523,2701,2024-12-28 18:36:48,2024,December,Saturday,18,Deposit,Credit,UPI,Bank Deposit,4251.57,Success
11436,2702,2024-08-28 10:54:00,2024,August,Wednesday,10,Bill Payment,Debit,UPI,BigBasket,16702.47,Success
3750,2703,2025-03-09 18:59:03,2025,March,Sunday,18,Deposit,Credit,ATM,Bank Deposit,7749.21,Success
14299,2704,2025-05-19 18:39:56,2025,May,Monday,18,Transfer,Transfer,Branch,Flipkart,2913.68,Success
10185,2705,2025-04-03 05:57:58,2025,April,Thursday,5,Deposit,Credit,Online,Bank Deposit,33039.27,Success
8385,2706,2024-10-16 00:52:45,2024,October,Wednesday,0,Deposit,Credit,UPI,Bank Deposit,7695.8,Success
32450,2707,2023-10-14 18:10:28,2023,October,Saturday,18,Deposit,Credit,Branch,Bank Deposit,27079.96,Success
18816,2708,2024-03-18 16:52:56,2024,March,Monday,16,Deposit,Credit,Online,Bank Deposit,827.14,Success
24731,2709,2024-09-01 10:31:21,2024,September,Sunday,10,Bill Payment,Debit,Branch,PayTM,4021.23,Success
26395,2710,2024-05-16 02:55:55,2024,May,Thursday,2,Deposit,Credit,Branch,Bank Deposit,30041.19,Success
8760,2711,2023-12-07 01:43:33,2023,December,Thursday,1,Bill Payment,Debit,UPI,Electricity Board,2193.12,Success
30228,2712,2024-09-10 12:01:15,2024,September,Tuesday,12,Deposit,Credit,ATM,Bank Deposit,2232.48,Success
17187,2713,2023-12-26 14:05:25,2023,December,Tuesday,14,Withdrawal,Debit,ATM,ATM Withdrawal,106.74,Success
16106,2714,2024-08-12 11:04:23,2024,August,Monday,11,Withdrawal,Debit,ATM,ATM Withdrawal,11055.74,Success
35081,2715,2025-04-21 01:47:03,2025,April,Monday,1,Withdrawal,Debit,UPI,ATM Withdrawal,8144.49,Success
10367,2716,2024-06-21 20:31:43,2024,June,Friday,20,Deposit,Credit,UPI,Bank Deposit,17798.83,Success
5524,2717,2025-03-23 12:29:44,2025,March,Sunday,12,Withdrawal,Debit,UPI,ATM Withdrawal,19096.37,Success
10791,2718,2025-03-12 21:50:05,2025,March,Wednesday,21,Withdrawal,Debit,Online,ATM Withdrawal,3055.46,Success
15531,2719,2023-10-17 09:45:34,2023,October,Tuesday,9,Deposit,Credit,UPI,Bank Deposit,14785.2,Success
23216,2720,2025-07-07 06:06:14,2025,July,Monday,6,Transfer,Transfer,UPI,IRCTC,532.9,Success
22706,2721,2025-01-02 17:09:39,2025,January,Thursday,17,Transfer,Transfer,ATM,PhonePe,3685.18,Success
45023,2722,2025-05-27 07:32:50,2025,May,Tuesday,7,Withdrawal,Debit,ATM,ATM Withdrawal,2670.69,Success
23383,2723,2025-08-21 12:29:51,2025,August,Thursday,12,Withdrawal,Debit,ATM,ATM Withdrawal,11005.76,Success
6412,2724,2024-09-09 05:07:23,2024,September,Monday,5,Transfer,Transfer,ATM,PhonePe,16607.27,Success
26064,2725,2024-03-02 05:38:01,2024,March,Saturday,5,Withdrawal,Debit,Online,ATM Withdrawal,11790.97,Success
28208,2726,2025-01-30 15:04:03,2025,January,Thursday,15,Withdrawal,Debit,UPI,ATM Withdrawal,4618.01,Success
18042,2727,2024-09-10 00:23:24,2024,September,Tuesday,0,Withdrawal,Debit,UPI,ATM Withdrawal,3529.3,Success
25216,2728,2023-11-08 15:19:40,2023,November,Wednesday,15,Bill Payment,Debit,UPI,BigBasket,10828.52,Success
13102,2729,2024-09-05 21:27:52,2024,September,Thursday,21,Withdrawal,Debit,ATM,ATM Withdrawal,16841.49,Success
13649,2730,2024-08-31 13:05:32,2024,August,Saturday,13,Deposit,Credit,Online,Bank Deposit,13509.78,Failed
36486,2731,2024-09-22 17:06:20,2024,September,Sunday,17,Deposit,Credit,Online,Bank Deposit,2320.89,Success
36043,2732,2024-07-05 08:51:31,2024,July,Friday,8,Transfer,Transfer,ATM,BigBasket,6479.14,Success
49871,2733,2025-09-02 04:40:32,2025,September,Tuesday,4,Deposit,Credit,Branch,Bank Deposit,4127.64,Success
47767,2734,2025-03-09 22:41:09,2025,March,Sunday,22,Transfer,Transfer,Online,PayTM,16873.72,Success
30329,2735,2024-09-29 18:40:25,2024,September,Sunday,18,Bill Payment,Debit,Online,Reliance,36310.61,Success
22531,2736,2024-10-17 07:33:52,2024,October,Thursday,7,Deposit,Credit,ATM,Bank Deposit,2804.14,Success
15175,2737,2024-06-22 21:35:24,2024,June,Saturday,21,Deposit,Credit,ATM,Bank Deposit,3634.38,Failed
38717,2738,2024-08-11 17:26:32,2024,August,Sunday,17,Withdrawal,Debit,ATM,ATM Withdrawal,6472.49,Success
4522,2739,2024-05-03 17:58:26,2024,May,Friday,17,Bill Payment,Debit,UPI,BigBasket,6662.47,Success
30582,2740,2024-12-23 19:21:17,2024,December,Monday,19,Bill Payment,Debit,Online,PayTM,38197.09,Failed
31763,2741,2025-07-20 02:31:33,2025,July,Sunday,2,Withdrawal,Debit,ATM,ATM Withdrawal,15446.68,Success
24760,2742,2023-10-31 09:57:13,2023,October,Tuesday,9,Withdrawal,Debit,ATM,ATM Withdrawal,3615.39,Failed
42471,2743,2025-06-20 12:01:54,2025,June,Friday,12,Withdrawal,Debit,Branch,ATM Withdrawal,9432.67,Success
3673,2744,2024-01-28 21:51:12,2024,January,Sunday,21,Withdrawal,Debit,Online,ATM Withdrawal,26421.99,Success
45809,2745,2023-12-22 22:36:18,2023,December,Friday,22,Deposit,Credit,Branch,Bank Deposit,3895.87,Success
20074,2746,2024-05-06 19:13:10,2024,May,Monday,19,Transfer,Transfer,Online,IRCTC,2259.31,Success
30268,2747,2024-05-08 06:00:04,2024,May,Wednesday,6,Deposit,Credit,Branch,Bank Deposit,4615.65,Success
47101,2748,2024-07-18 21:57:21,2024,July,Thursday,21,Withdrawal,Debit,Online,ATM Withdrawal,757.22,Success
17574,2749,2023-12-27 08:15:18,2023,December,Wednesday,8,Transfer,Transfer,Online,Water Board,9365.26,Success
47760,2750,2024-04-30 07:59:21,2024,April,Tuesday,7,Deposit,Credit,UPI,Bank Deposit,12447.42,Success
36485,2751,2025-06-07 19:28:21,2025,June,Saturday,19,Withdrawal,Debit,Online,ATM Withdrawal,1511.07,Success
12967,2752,2024-09-01 23:08:46,2024,September,Sunday,23,Deposit,Credit,UPI,Bank Deposit,14413.98,Pending
9983,2753,2024-09-24 10:10:47,2024,September,Tuesday,10,Withdrawal,Debit,Branch,ATM Withdrawal,11988.64,Pending
23445,2754,2024-03-21 05:04:09,2024,March,Thursday,5,Deposit,Credit,ATM,Bank Deposit,21752.68,Success
49094,2755,2024-06-18 10:32:07,2024,June,Tuesday,10,Withdrawal,Debit,Online,ATM Withdrawal,11105.64,Success
15821,2756,2024-03-01 17:15:32,2024,March,Friday,17,Withdrawal,Debit,Branch,ATM Withdrawal,6096.26,Success
11102,2757,2024-01-24 19:47:06,2024,January,Wednesday,19,Deposit,Credit,ATM,Bank Deposit,18341.62,Success
40168,2758,2025-09-17 05:12:00,2025,September,Wednesday,5,Transfer,Transfer,UPI,Water Board,2593.08,Pending
33861,2759,2025-04-14 16:13:22,2025,April,Monday,16,Bill Payment,Debit,ATM,Reliance,11345.43,Success
22121,2760,2025-06-25 16:36:47,2025,June,Wednesday,16,Deposit,Credit,Online,Bank Deposit,7043.94,Success
41821,2761,2025-07-11 19:05:19,2025,July,Friday,19,Withdrawal,Debit,ATM,ATM Withdrawal,4873.14,Success
33898,2762,2025-09-06 11:34:59,2025,September,Saturday,11,Deposit,Credit,Online,Bank Deposit,19112.87,Success
7752,2763,2024-01-30 02:36:58,2024,January,Tuesday,2,Transfer,Transfer,Online,BigBasket,2041.32,Success
24541,2764,2024-05-18 21:59:10,2024,May,Saturday,21,Withdrawal,Debit,Online,ATM Withdrawal,1160.86,Success
31074,2765,2024-12-19 09:19:48,2024,December,Thursday,9,Deposit,Credit,ATM,Bank Deposit,16627.72,Success
26474,2766,2024-03-04 05:58:09,2024,March,Monday,5,Transfer,Transfer,Online,Water Board,4951.67,Success
19176,2767,2025-01-06 23:29:53,2025,January,Monday,23,Transfer,Transfer,UPI,PhonePe,10379.48,Success
25427,2768,2024-11-22 14:04:41,2024,November,Friday,14,Deposit,Credit,ATM,Bank Deposit,6991.74,Success
33574,2769,2025-03-24 21:00:54,2025,March,Monday,21,Withdrawal,Debit,Branch,ATM Withdrawal,36649.22,Success
36772,2770,2023-10-11 16:36:21,2023,October,Wednesday,16,Deposit,Credit,ATM,Bank Deposit,4539.98,Success
45768,2771,2025-03-19 17:00:02,2025,March,Wednesday,17,Deposit,Credit,Online,Bank Deposit,2139.91,Success
13784,2772,2024-07-01 02:49:29,2024,July,Monday,2,Transfer,Transfer,Online,Gas Supplier,1021.04,Success
5350,2773,2025-03-28 21:13:59,2025,March,Friday,21,Withdrawal,Debit,Branch,ATM Withdrawal,1308.59,Success
24087,2774,2024-03-08 14:48:42,2024,March,Friday,14,Transfer,Transfer,Online,Reliance,3240.8,Success
48929,2775,2024-06-11 16:49:15,2024,June,Tuesday,16,Transfer,Transfer,UPI,BigBasket,7801.71,Pending
22259,2776,2025-06-09 22:27:17,2025,June,Monday,22,Withdrawal,Debit,Online,ATM Withdrawal,4656.64,Pending
43507,2777,2025-06-24 23:39:43,2025,June,Tuesday,23,Deposit,Credit,UPI,Bank Deposit,3820.74,Success
26874,2778,2025-08-26 23:14:13,2025,August,Tuesday,23,Transfer,Transfer,Branch,Reliance,26811.69,Success
6435,2779,2024-03-24 04:26:46,2024,March,Sunday,4,Deposit,Credit,Online,Bank Deposit,19370.08,Success
20369,2780,2024-04-15 09:16:49,2024,April,Monday,9,Transfer,Transfer,UPI,Amazon,1067.14,Failed
7738,2781,2025-04-15 16:51:32,2025,April,Tuesday,16,Transfer,Transfer,UPI,Amazon,9522.98,Success
31996,2782,2024-11-05 19:46:29,2024,November,Tuesday,19,Withdrawal,Debit,Online,ATM Withdrawal,19069.49,Success
16983,2783,2025-03-10 15:16:44,2025,March,Monday,15,Bill Payment,Debit,ATM,Water Board,43121.14,Success
35586,2784,2024-04-13 06:54:30,2024,April,Saturday,6,Withdrawal,Debit,Online,ATM Withdrawal,8818.35,Success
35103,2785,2024-09-12 00:48:10,2024,September,Thursday,0,Transfer,Transfer,ATM,Amazon,65918.1,Success
45185,2786,2023-10-19 21:15:03,2023,October,Thursday,21,Transfer,Transfer,ATM,Reliance,1036.88,Success
8051,2787,2025-09-04 07:00:49,2025,September,Thursday,7,Bill Payment,Debit,UPI,Water Board,20755.91,Success
17568,2788,2024-03-13 00:37:54,2024,March,Wednesday,0,Deposit,Credit,UPI,Bank Deposit,14188.9,Failed
29884,2789,2025-02-28 18:57:47,2025,February,Friday,18,Deposit,Credit,UPI,Bank Deposit,15592.71,Success
29176,2790,2024-05-01 22:39:23,2024,May,Wednesday,22,Withdrawal,Debit,UPI,ATM Withdrawal,6011.77,Success
28875,2791,2025-08-19 03:25:31,2025,August,Tuesday,3,Deposit,Credit,ATM,Bank Deposit,9335.91,Success
22773,2792,2024-05-12 23:59:16,2024,May,Sunday,23,Deposit,Credit,ATM,Bank Deposit,3925.28,Success
22141,2793,2025-07-11 08:30:28,2025,July,Friday,8,Deposit,Credit,UPI,Bank Deposit,6818.09,Success
49775,2794,2024-04-28 15:08:00,2024,April,Sunday,15,Transfer,Transfer,UPI,Electricity Board,24314.3,Success
48220,2795,2024-09-08 20:11:09,2024,September,Sunday,20,Bill Payment,Debit,Online,Flipkart,5360.33,Success
7091,2796,2024-05-28 06:52:57,2024,May,Tuesday,6,Deposit,Credit,UPI,Bank Deposit,16296.98,Success
26216,2797,2025-04-10 23:38:31,2025,April,Thursday,23,Transfer,Transfer,Online,Amazon,14484.16,Success
39279,2798,2025-08-10 22:25:31,2025,August,Sunday,22,Withdrawal,Debit,ATM,ATM Withdrawal,14682.95,Success
363,2799,2025-07-01 06:11:22,2025,July,Tuesday,6,Withdrawal,Debit,ATM,ATM Withdrawal,1663.17,Success
1763,2800,2025-08-13 09:15:57,2025,August,Wednesday,9,Deposit,Credit,UPI,Bank Deposit,6986.38,Success
43082,2801,2024-10-19 18:11:06,2024,October,Saturday,18,Deposit,Credit,UPI,Bank Deposit,10613.82,Success
30575,2802,2025-01-30 09:37:35,2025,January,Thursday,9,Withdrawal,Debit,Branch,ATM Withdrawal,5072.08,Failed
27471,2803,2024-05-05 11:35:02,2024,May,Sunday,11,Withdrawal,Debit,ATM,ATM Withdrawal,1092.41,Pending
46170,2804,2024-04-19 15:05:48,2024,April,Friday,15,Transfer,Transfer,Online,BigBasket,7023.73,Success
11409,2805,2025-04-19 15:47:23,2025,April,Saturday,15,Withdrawal,Debit,UPI,ATM Withdrawal,20351.39,Success
37811,2806,2024-11-09 10:33:44,2024,November,Saturday,10,Deposit,Credit,UPI,Bank Deposit,22848.83,Success
47670,2807,2024-06-28 10:31:17,2024,June,Friday,10,Transfer,Transfer,Online,Amazon,29621.16,Success
4735,2808,2024-02-21 01:34:47,2024,February,Wednesday,1,Withdrawal,Debit,Online,ATM Withdrawal,1055.22,Success
24103,2809,2024-05-04 12:50:16,2024,May,Saturday,12,Withdrawal,Debit,Online,ATM Withdrawal,6703.83,Success
36439,2810,2024-08-02 05:14:10,2024,August,Friday,5,Deposit,Credit,UPI,Bank Deposit,4638.06,Pending
35114,2811,2025-03-23 18:05:38,2025,March,Sunday,18,Withdrawal,Debit,UPI,ATM Withdrawal,11903.37,Success
39414,2812,2024-12-20 12:20:19,2024,December,Friday,12,Transfer,Transfer,Branch,PhonePe,19042.96,Success
35221,2813,2024-02-27 14:22:11,2024,February,Tuesday,14,Deposit,Credit,UPI,Bank Deposit,33556.45,Success
33793,2814,2025-06-14 07:46:52,2025,June,Saturday,7,Deposit,Credit,Branch,Bank Deposit,8437.51,Success
26992,2815,2025-05-20 01:10:24,2025,May,Tuesday,1,Withdrawal,Debit,Branch,ATM Withdrawal,13597.14,Failed
2018,2816,2025-05-11 21:41:58,2025,May,Sunday,21,Bill Payment,Debit,UPI,Reliance,464.31,Failed
47520,2817,2025-01-14 18:52:18,2025,January,Tuesday,18,Deposit,Credit,ATM,Bank Deposit,12490.32,Success
5808,2818,2024-11-21 03:41:08,2024,November,Thursday,3,Withdrawal,Debit,Online,ATM Withdrawal,13936.83,Success
1823,2819,2025-04-10 17:35:04,2025,April,Thursday,17,Deposit,Credit,ATM,Bank Deposit,7819.45,Success
19515,2820,2024-10-09 22:59:50,2024,October,Wednesday,22,Transfer,Transfer,Online,Reliance,2401.64,Success
11323,2821,2023-11-05 04:46:38,2023,November,Sunday,4,Transfer,Transfer,Branch,Flipkart,39421.67,Success
19308,2822,2025-09-10 22:57:47,2025,September,Wednesday,22,Withdrawal,Debit,Branch,ATM Withdrawal,32937.92,Success
33347,2823,2023-12-02 20:17:17,2023,December,Saturday,20,Transfer,Transfer,Branch,Water Board,591.15,Success
8114,2824,2025-05-11 23:32:44,2025,May,Sunday,23,Transfer,Transfer,ATM,Flipkart,18324.43,Success
47917,2825,2023-11-08 01:05:01,2023,November,Wednesday,1,Deposit,Credit,UPI,Bank Deposit,6226.57,Success
33002,2826,2023-10-10 04:52:54,2023,October,Tuesday,4,Deposit,Credit,Branch,Bank Deposit,3331.01,Success
22463,2827,2025-06-12 14:34:06,2025,June,Thursday,14,Deposit,Credit,ATM,Bank Deposit,8857.36,Success
46120,2828,2024-03-02 22:28:15,2024,March,Saturday,22,Deposit,Credit,Online,Bank Deposit,4051.86,Success
2134,2829,2025-08-06 17:16:45,2025,August,Wednesday,17,Deposit,Credit,Online,Bank Deposit,13265.49,Success
8959,2830,2024-09-09 08:37:16,2024,September,Monday,8,Deposit,Credit,ATM,Bank Deposit,9590.78,Success
47187,2831,2024-03-31 10:23:21,2024,March,Sunday,10,Deposit,Credit,Online,Bank Deposit,34033.35,Success
13219,2832,2024-12-16 20:53:54,2024,December,Monday,20,Withdrawal,Debit,UPI,ATM Withdrawal,1867.55,Success
46745,2833,2024-05-02 19:29:08,2024,May,Thursday,19,Transfer,Transfer,ATM,BigBasket,10609.74,Success
19157,2834,2025-01-15 11:55:37,2025,January,Wednesday,11,Withdrawal,Debit,ATM,ATM Withdrawal,13764.25,Success
25021,2835,2024-01-29 10:56:53,2024,January,Monday,10,Deposit,Credit,UPI,Bank Deposit,20501.12,Success
26578,2836,2024-06-26 16:49:56,2024,June,Wednesday,16,Withdrawal,Debit,UPI,ATM Withdrawal,8935.05,Pending
17341,2837,2024-03-20 08:24:35,2024,March,Wednesday,8,Deposit,Credit,Branch,Bank Deposit,7647.57,Success
45818,2838,2024-01-25 12:36:47,2024,January,Thursday,12,Deposit,Credit,UPI,Bank Deposit,19645.69,Pending
33646,2839,2024-01-08 08:17:18,2024,January,Monday,8,Withdrawal,Debit,UPI,ATM Withdrawal,3044.81,Success
44323,2840,2025-01-07 11:42:05,2025,January,Tuesday,11,Deposit,Credit,ATM,Bank Deposit,3634.87,Success
2050,2841,2024-06-08 22:05:27,2024,June,Saturday,22,Withdrawal,Debit,ATM,ATM Withdrawal,130.94,Success
32904,2842,2023-10-23 21:25:12,2023,October,Monday,21,Deposit,Credit,Branch,Bank Deposit,2161.48,Success
5998,2843,2024-07-05 16:31:22,2024,July,Friday,16,Deposit,Credit,ATM,Bank Deposit,435.9,Success
3037,2844,2025-05-25 22:16:53,2025,May,Sunday,22,Withdrawal,Debit,Online,ATM Withdrawal,5649.17,Success
27017,2845,2024-06-02 10:12:27,2024,June,Sunday,10,Transfer,Transfer,UPI,PayTM,16646.59,Success
23119,2846,2024-06-22 09:27:41,2024,June,Saturday,9,Deposit,Credit,Branch,Bank Deposit,16257.02,Success
39909,2847,2024-07-13 13:25:15,2024,July,Saturday,13,Deposit,Credit,Online,Bank Deposit,9169.31,Success
15589,2848,2024-12-14 01:05:21,2024,December,Saturday,1,Transfer,Transfer,ATM,IRCTC,4006.33,Success
39128,2849,2025-07-11 00:29:32,2025,July,Friday,0,Deposit,Credit,UPI,Bank Deposit,1079.38,Success
26225,2850,2024-10-22 21:06:57,2024,October,Tuesday,21,Transfer,Transfer,UPI,Gas Supplier,11616.27,Success
37830,2851,2024-02-01 17:13:21,2024,February,Thursday,17,Withdrawal,Debit,ATM,ATM Withdrawal,12704.68,Success
6763,2852,2024-03-01 06:04:48,2024,March,Friday,6,Deposit,Credit,Branch,Bank Deposit,4297.66,Success
7864,2853,2025-05-14 15:41:56,2025,May,Wednesday,15,Bill Payment,Debit,UPI,Reliance,4885.01,Success
34739,2854,2025-08-11 03:40:36,2025,August,Monday,3,Transfer,Transfer,Branch,BigBasket,22186.85,Success
3610,2855,2025-08-12 10:20:16,2025,August,Tuesday,10,Transfer,Transfer,Online,Gas Supplier,24848.84,Pending
40329,2856,2024-02-04 09:50:52,2024,February,Sunday,9,Deposit,Credit,Online,Bank Deposit,4049.16,Success
35301,2857,2024-03-14 23:06:02,2024,March,Thursday,23,Bill Payment,Debit,ATM,IRCTC,10467.04,Success
23423,2858,2025-03-13 06:11:31,2025,March,Thursday,6,Transfer,Transfer,ATM,Electricity Board,5121.86,Pending
42950,2859,2024-10-21 06:55:23,2024,October,Monday,6,Deposit,Credit,Branch,Bank Deposit,71289.11,Success
11913,2860,2025-01-04 04:01:24,2025,January,Saturday,4,Transfer,Transfer,UPI,IRCTC,6639.83,Success
20067,2861,2025-01-03 17:49:43,2025,January,Friday,17,Withdrawal,Debit,UPI,ATM Withdrawal,7760.48,Success
11580,2862,2024-12-15 09:33:51,2024,December,Sunday,9,Withdrawal,Debit,Branch,ATM Withdrawal,9599.87,Failed
39221,2863,2025-05-31 08:09:51,2025,May,Saturday,8,Transfer,Transfer,UPI,Amazon,3652.58,Success
18290,2864,2023-10-22 08:48:07,2023,October,Sunday,8,Deposit,Credit,ATM,Bank Deposit,31582.84,Success
47303,2865,2024-11-26 14:40:56,2024,November,Tuesday,14,Bill Payment,Debit,UPI,PhonePe,17421.89,Failed
4128,2866,2023-12-21 10:25:50,2023,December,Thursday,10,Transfer,Transfer,Online,PhonePe,39273.6,Success
20123,2867,2024-03-17 16:24:35,2024,March,Sunday,16,Transfer,Transfer,ATM,Amazon,8939.94,Success
13052,2868,2024-09-03 17:39:04,2024,September,Tuesday,17,Deposit,Credit,UPI,Bank Deposit,14163.5,Success
8599,2869,2024-04-13 11:52:06,2024,April,Saturday,11,Withdrawal,Debit,Branch,ATM Withdrawal,1620.72,Success
18620,2870,2024-12-24 05:03:37,2024,December,Tuesday,5,Transfer,Transfer,Online,PhonePe,856.15,Success
41469,2871,2024-08-30 18:14:54,2024,August,Friday,18,Transfer,Transfer,ATM,Amazon,19492.93,Failed
14505,2872,2025-05-29 23:52:39,2025,May,Thursday,23,Withdrawal,Debit,ATM,ATM Withdrawal,6275.34,Pending
33007,2873,2025-01-28 01:42:29,2025,January,Tuesday,1,Deposit,Credit,Branch,Bank Deposit,14831.82,Success
44788,2874,2025-01-15 03:16:24,2025,January,Wednesday,3,Withdrawal,Debit,ATM,ATM Withdrawal,2783.97,Success
24221,2875,2025-04-27 17:28:22,2025,April,Sunday,17,Deposit,Credit,UPI,Bank Deposit,11393.0,Success
29727,2876,2025-09-01 15:08:31,2025,September,Monday,15,Deposit,Credit,Online,Bank Deposit,3058.44,Success
32088,2877,2025-01-09 07:10:15,2025,January,Thursday,7,Withdrawal,Debit,ATM,ATM Withdrawal,1255.72,Success
47524,2878,2024-10-07 17:39:06,2024,October,Monday,17,Withdrawal,Debit,ATM,ATM Withdrawal,19703.72,Failed
25676,2879,2024-01-30 11:23:02,2024,January,Tuesday,11,Withdrawal,Debit,Branch,ATM Withdrawal,1788.18,Success
31788,2880,2025-06-15 16:50:52,2025,June,Sunday,16,Withdrawal,Debit,Online,ATM Withdrawal,16861.26,Success
11482,2881,2024-07-17 13:51:40,2024,July,Wednesday,13,Deposit,Credit,Online,Bank Deposit,22046.79,Success
33491,2882,2025-05-22 16:16:05,2025,May,Thursday,16,Withdrawal,Debit,Online,ATM Withdrawal,1908.13,Success
18129,2883,2025-03-02 03:19:03,2025,March,Sunday,3,Bill Payment,Debit,UPI,PhonePe,17813.32,Success
12965,2884,2023-10-09 20:18:28,2023,October,Monday,20,Withdrawal,Debit,Online,ATM Withdrawal,1051.38,Success
23249,2885,2025-07-05 07:16:20,2025,July,Saturday,7,Deposit,Credit,Branch,Bank Deposit,21476.77,Success
9859,2886,2024-09-14 17:50:20,2024,September,Saturday,17,Transfer,Transfer,UPI,Amazon,9330.16,Success
20773,2887,2024-06-13 12:16:02,2024,June,Thursday,12,Transfer,Transfer,Branch,Water Board,65404.54,Success
27478,2888,2024-07-30 07:50:52,2024,July,Tuesday,7,Withdrawal,Debit,Branch,ATM Withdrawal,6703.7,Success
44099,2889,2024-02-05 20:15:31,2024,February,Monday,20,Withdrawal,Debit,Branch,ATM Withdrawal,21121.31,Success
23200,2890,2025-03-31 23:11:49,2025,March,Monday,23,Deposit,Credit,Online,Bank Deposit,38126.54,Success
40101,2891,2024-11-27 15:36:09,2024,November,Wednesday,15,Transfer,Transfer,UPI,Reliance,935.39,Success
13810,2892,2024-01-02 01:03:28,2024,January,Tuesday,1,Withdrawal,Debit,Online,ATM Withdrawal,634.1,Success
2130,2893,2024-04-16 10:50:29,2024,April,Tuesday,10,Withdrawal,Debit,UPI,ATM Withdrawal,15802.53,Failed
4827,2894,2024-09-10 17:32:36,2024,September,Tuesday,17,Withdrawal,Debit,UPI,ATM Withdrawal,14876.32,Success
45224,2895,2025-04-28 02:37:18,2025,April,Monday,2,Withdrawal,Debit,Branch,ATM Withdrawal,8652.5,Success
48481,2896,2023-12-19 19:39:41,2023,December,Tuesday,19,Transfer,Transfer,UPI,Amazon,11116.84,Success
41414,2897,2025-01-28 19:13:09,2025,January,Tuesday,19,Transfer,Transfer,Branch,PayTM,1421.99,Success
1388,2898,2025-08-13 10:47:55,2025,August,Wednesday,10,Withdrawal,Debit,UPI,ATM Withdrawal,8490.55,Success
29513,2899,2024-06-02 12:02:08,2024,June,Sunday,12,Withdrawal,Debit,Online,ATM Withdrawal,13280.55,Success
15054,2900,2023-11-13 17:49:17,2023,November,Monday,17,Transfer,Transfer,UPI,IRCTC,4455.68,Success
2541,2901,2023-10-15 21:15:32,2023,October,Sunday,21,Deposit,Credit,Online,Bank Deposit,7652.03,Pending
20014,2902,2024-12-14 05:42:54,2024,December,Saturday,5,Deposit,Credit,UPI,Bank Deposit,2592.69,Success
49321,2903,2025-10-05 18:38:54,2025,October,Sunday,18,Deposit,Credit,Online,Bank Deposit,6482.36,Success
13363,2904,2025-03-19 00:27:39,2025,March,Wednesday,0,Deposit,Credit,UPI,Bank Deposit,9482.4,Success
29707,2905,2025-08-13 22:55:06,2025,August,Wednesday,22,Deposit,Credit,UPI,Bank Deposit,5236.93,Success
16056,2906,2023-10-10 22:53:15,2023,October,Tuesday,22,Withdrawal,Debit,Branch,ATM Withdrawal,16939.66,Success
13987,2907,2025-07-21 17:47:23,2025,July,Monday,17,Deposit,Credit,Branch,Bank Deposit,7282.34,Pending
49483,2908,2025-08-04 04:08:36,2025,August,Monday,4,Withdrawal,Debit,UPI,ATM Withdrawal,1550.37,Success
21808,2909,2025-05-28 19:37:52,2025,May,Wednesday,19,Transfer,Transfer,Online,PhonePe,10940.87,Success
37325,2910,2024-09-16 20:13:04,2024,September,Monday,20,Withdrawal,Debit,Branch,ATM Withdrawal,1554.44,Success
13566,2911,2024-06-08 07:20:47,2024,June,Saturday,7,Transfer,Transfer,ATM,Flipkart,6224.25,Success
25919,2912,2024-04-10 18:06:41,2024,April,Wednesday,18,Deposit,Credit,Branch,Bank Deposit,6069.12,Success
42798,2913,2024-12-16 02:54:49,2024,December,Monday,2,Deposit,Credit,Branch,Bank Deposit,4499.89,Success
45963,2914,2023-12-28 02:36:31,2023,December,Thursday,2,Deposit,Credit,Online,Bank Deposit,7391.07,Success
35900,2915,2025-01-01 10:44:14,2025,January,Wednesday,10,Deposit,Credit,Branch,Bank Deposit,32730.78,Success
32182,2916,2025-06-24 19:25:53,2025,June,Tuesday,19,Withdrawal,Debit,UPI,ATM Withdrawal,6409.51,Success
39553,2917,2025-05-20 12:13:51,2025,May,Tuesday,12,Deposit,Credit,Branch,Bank Deposit,2025.43,Success
